,Candidate identification,Candidate name,Incumbent challenger status,Party code,Party affiliation,Total receipts,Transfers from authorized committees,Total disbursements,Transfers to authorized committees,Beginning cash,Ending cash,Contributions from candidate,Loans from candidate,Other loans,Candidate loan repayments,Other loan repayments,Debts owed by,Total individual contributions,Candidate state,Candidate district,Special election status,Primary election status,Runoff election status,General election status,General election percentage,Contributions from other political committees,Contributions from party committees,Coverage end date,Refunds to individuals,Refunds to committees,Affiliated Committee Id,Affiliated Committee Type,Affiliated Committee Name,Street one,Street two,City or town,State,ZIP code,lat,lon
1877,H2NC11148,"REMILLARD, JOSHUA[DEM]",C,1,DEM,422963.99,0.0,422963.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413963.99,NC,13.0,,,,,,9000.0,0.0,06/30/2022,2865.0,2000.0,C00770578,H,COMMITTEE TO ELECT JOSH REMILLARD,PO BOX 2469,,CANDLER,NC,28715.0,35.5119658,-82.7117015
1878,H2NC14019,"NICKEL, WILEY[DEM]",O,1,DEM,3717882.21,2384.26,3735754.38,0.0,54871.34,36999.17,42125.38,1000000.0,0.0,46050.0,0.0,953950.0,2168487.3,NC,13.0,,,,,,452144.02,5900.0,12/31/2022,19925.62,1500.0,C00763045,H,WILEY NICKEL FOR CONGRESS,514 DANIELS ST,#286,RALEIGH,NC,27605.0,35.7906081,-78.6545962
1879,H2NC14027,"CLICK, NATHAN[DEM]",C,1,DEM,86755.25,0.0,82441.6,0.0,0.0,4313.65,10.7,7060.0,0.0,1060.0,0.0,34562.69,74568.64,NC,13.0,,,,,,2500.0,0.0,04/27/2022,128.0,0.0,C00789305,H,CLICK FOR CHANGE,8311 BRIER CREEK PKWY,SUITE 105-239,RALEIGH,NC,27617.0,35.907871,-78.7729684
1880,H0NC02059,"ELLMERS, RENEE JACISIN[REP]",O,2,REP,91536.41,0.0,91164.91,0.0,0.0,371.5,7035.37,62500.0,0.0,0.0,0.0,102500.0,20971.04,NC,13.0,,,,,,1000.0,0.0,12/31/2022,0.0,0.0,C00797878,H,ELLMERS FOR NC,PO BOX 547,,DUNN,NC,28335.0,35.759573,-79.0193
1881,H2NC04168,"BARBOUR, DEVAN IV[REP]",O,2,REP,500475.33,0.0,489077.89,0.0,0.0,11397.44,23356.16,170000.0,0.0,0.0,0.0,182810.0,307019.17,NC,13.0,,,,,,100.0,0.0,12/31/2022,8555.0,0.0,C00794610,H,DEVAN BARBOUR FOR NC,PO BOX 98,,BENSON,NC,27504.0,35.4003087,-78.5182779
1882,H2NC04200,"DAUGHTRY, KELLY[REP]",O,2,REP,3575112.25,0.0,3575112.25,0.0,0.0,0.0,368937.0,2900500.0,0.0,0.0,0.0,0.0,286271.0,NC,13.0,,,,,,18600.0,0.0,06/30/2022,52500.0,5000.0,C00797563,H,KELLY DAUGHTRY FOR CONGRESS,PO BOX 2679,,SMITHFIELD,NC,27577.0,35.4897225,-78.3329545
1883,H2NC05157,"HINES, ROBERT NICHOLAS[REP]",O,2,REP,3286174.94,205141.8,3281780.62,0.0,0.0,4394.32,0.0,935026.0,0.0,0.0,0.0,1352433.83,1828575.43,NC,13.0,,,,,,311681.71,5000.0,12/31/2022,4547.45,0.0,C00766162,H,BO HINES FOR CONGRESS,1441 E BROAD STREET,#214,FUQUAY VARINA,NC,27526.0,35.5414729,-78.831392
1884,H2NC07187,"SLOTTA, CHAD[REP]",C,2,REP,417416.0,0.0,416532.0,0.0,0.0,884.0,0.0,335000.0,0.0,56995.11,0.0,349825.89,77416.0,NC,13.0,,,,,,5000.0,0.0,12/31/2022,0.0,0.0,C00795724,H,SLOTTA FOR NORTH CAROLINA,624 HOLLY SPRINGS RD,STE 133,HOLLY SPRINGS,NC,27540.0,35.6156101,-78.8840326
1885,H2NC13177,"HAFF, GRAYSON[REP]",O,2,REP,4870.0,0.0,4870.0,0.0,0.0,0.0,3450.0,0.0,0.0,0.0,0.0,0.0,1420.0,NC,13.0,,,,,,0.0,0.0,11/17/2021,0.0,0.0,C00787465,H,GRAYSON HAFF FOR CONGRESS,PO BOX 583,,CHINA GROVE,NC,28023.0,35.5677137,-80.6022582
1886,H2NC13193,"KEIRSEY, KENT[REP]",O,2,REP,948949.72,0.0,948949.72,0.0,0.0,0.0,0.0,477604.95,0.0,0.0,0.0,0.0,461026.02,NC,13.0,,,,,,9500.0,0.0,06/30/2022,75875.0,0.0,C00790816,H,KEIRSEY FOR CONGRESS,PO BOX 2314,,APEX,NC,27502.0,35.7123974,-78.915514
1887,H2NC13201,"BENTLEY, KAREN W[REP]",O,2,REP,128335.56,0.0,127537.78,0.0,0.0,797.78,2900.0,100000.0,0.0,90000.0,0.0,10000.0,25300.0,NC,13.0,,,,,,0.0,0.0,12/31/2022,250.0,0.0,C00793448,H,KAREN BENTLEY FOR CONGRESS,14316 REESE BLVD WEST  B-773,,HUNTERSVILLE,NC,28078.0,35.4052864,-80.8640198
1888,H2NC13227,"ANERALLA, JOHN[REP]",O,2,REP,155198.68,0.0,104262.09,0.0,0.0,50936.59,3353.68,20025.0,0.0,20025.0,0.0,1280.0,130395.0,NC,13.0,,,,,,0.0,0.0,12/31/2022,22100.0,0.0,C00796441,H,COMMITTEE TO ELECT JOHN ANERALLA,PO BOX 1551,,HUNTERSVILLE,NC,28078.0,35.4052864,-80.8640198
1889,H2NC13268,"MOREL, JESSICA[REP]",O,2,REP,11708.5,0.0,4132.5,0.0,0.0,76.0,2782.5,0.0,0.0,0.0,0.0,0.0,8926.0,NC,13.0,,,,,,0.0,0.0,12/31/2022,400.0,0.0,C00808527,H,DR. MOREL FOR CONGRESS,3615 DOVE MEADOW TRL,,FAYETTEVILLE,NC,28306.0,34.9584949,-78.8968484
1890,H6NC02122,"DALY, KAY MRS.[REP]",C,2,REP,0.0,0.0,0.0,0.0,91921.54,91921.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC,13.0,,,,,,0.0,0.0,09/30/2022,0.0,0.0,C00589275,H,"KAYDALY,COM",P.O. BOX 4749,,PINEHURST,NC,28374.0,35.1974537,-79.4629593
1891,H6NC09176,"ROUCO, GEORGE[REP]",C,2,REP,0.0,0.0,0.0,0.0,1750.0,1750.0,0.0,0.0,0.0,0.0,0.0,27903.39,0.0,NC,13.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,C00583369,H,GEORGE ROUCO FOR CONGRESS,PO BOX 97275,,RALEIGH,NC,27624.0,35.759573,-79.0193
1892,H6NC13129,"BUDD, THEODORE P.[REP]",I,2,REP,14756213.34,2405700.74,15555024.27,0.0,1070998.66,272187.73,265.81,275000.0,0.0,275000.0,0.0,541542.28,10543728.12,NC,13.0,,,,,,1440927.09,56000.0,12/31/2022,314827.31,30633.98,,,,,,,,,0.0,0.0
1893,H2NC09175,"MAMMADOV, RAMIN[DEM]",O,1,DEM,37705.03,0.0,41819.88,0.0,0.0,-15562.59,0.0,14781.03,0.0,0.0,0.0,4552.33,22724.0,NC,14.0,,,,,,0.0,200.0,06/30/2022,0.0,0.0,C00776617,H,RAM FOR CONGRESS,206 COLLEGE ST.,UNIT 262,PINEVILLE,NC,28134.0,35.0854025,-80.8930953
1894,H2NC14076,"JACKSON, JEFF[DEM]",O,1,DEM,5707177.36,0.0,5627111.53,0.0,0.0,80065.83,0.0,0.0,0.0,0.0,0.0,0.0,5297911.81,NC,14.0,,,,,,387000.04,95.93,12/31/2022,215812.48,500.0,C00767400,H,JEFF JACKSON FOR CONGRESS,P.O. BOX 470882,,CHARLOTTE,NC,28226.0,35.1026974,-80.8221293
1895,H2NC14068,"MCKIM, KEN[REP]",O,2,REP,255939.19,0.0,255939.19,0.0,0.0,0.0,170.09,250000.0,0.0,239483.5,0.0,0.0,4011.99,NC,14.0,,,,,,0.0,0.0,12/31/2022,1500.0,0.0,C00797548,H,MCKIM FOR CONGRESS,PO BOX 752,,HIGHLANDS,NC,28741.0,35.0598688,-83.2141618
1896,H2NC13243,"HARRIGAN, PAT[UNK]",O,3,UNK,876228.11,24793.32,802180.5,0.0,0.0,74047.61,0.0,50000.0,0.0,0.0,0.0,50000.0,688797.59,NC,14.0,,,,,,110650.0,900.0,12/31/2022,23453.09,0.0,C00802298,H,THE PAT HARRIGAN COMMITTEE,PO BOX 97275,,RALEIGH,NC,27624.0,35.759573,-79.0193
1897,H0ND01042,"RAKNERUD, ZACHARY[DEM]",C,1,DEM,0.0,0.0,2285.45,1891.97,2285.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ND,0.0,,,,,,0.0,0.0,04/14/2021,0.0,0.0,C00736256,H,ZACH FOR NORTH DAKOTA,304 5TH ST NW,,MINOT,ND,58703.0,48.3340383,-101.3072375
1898,H2ND01014,"HAUGEN, MARK[DEM]",C,1,DEM,24637.49,0.0,23444.68,6250.0,0.0,1192.81,1274.49,0.0,0.0,0.0,0.0,0.0,23313.0,ND,0.0,,,,,,50.0,0.0,09/20/2022,0.0,0.0,C00810994,H,HAUGEN FOR CONGRESS,PO BOX 85,,BISMARCK,ND,58502.0,47.551493,-101.002012
1899,H0ND01026,"CRAMER, KEVIN MR.[REP]",I,2,REP,566360.27,275.0,381510.32,0.0,218390.82,403240.77,0.0,0.0,0.0,0.0,0.0,0.0,279914.67,ND,0.0,,,,,,281500.0,0.0,12/31/2022,4423.0,1000.0,,,,,,,,,0.0,0.0
1900,H2ND00123,"GOETTLE, SHANE CHRISTOPHER[REP]",O,2,REP,0.0,0.0,0.0,0.0,2542.4,2542.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ND,0.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,C00508234,H,SHANE GOETTLE FOR U.S. CONGRESS,PO BOX 572,,MANDAN,ND,58554.0,46.7427229,-100.9353004
1901,H2ND00131,"KOPPELMAN, KIM A[REP]",O,2,REP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9987.9,0.0,ND,0.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,C00508051,H,KOPPELMAN FOR CONGRESS,508 SUNRISE BLVD,,MAPLETON,ND,58059.0,46.8439628,-97.1255644
1902,H8ND00096,"ARMSTRONG, KELLY[REP]",I,2,REP,2168973.38,89250.0,2197417.29,0.0,305707.61,277263.7,0.0,0.0,0.0,100000.0,0.0,200000.0,757821.79,ND,0.0,,,,,,1318401.59,3500.0,12/31/2022,0.0,0.0,C00670547,H,ARMSTRONG FOR CONGRESS,1515 BURNT BOAT DRIVE,BOX 112,BISMARCK,ND,58503.0,46.9041199,-100.7503016
1903,H2ND01022,"MUND, CARA[(I)]",C,3,(I),173270.23,0.0,157731.79,0.0,0.0,15538.44,0.0,0.0,0.0,0.0,0.0,0.0,172945.23,ND,0.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,C00823815,H,CARA MUND FOR CONGRESS,220 E ROSSER AVE,BOX 229,BISMARCK,ND,58501.0,46.8160351,-100.7002959
1904,H0NE01120,"BOLZ, KATE[DEM]",C,1,DEM,12130.51,0.0,15269.31,0.0,3138.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,1.0,,,,,,0.0,0.0,11/05/2021,0.0,0.0,C00721472,H,KATE BOLZ FOR CONGRESS,PO BOX 493,,BOYSTOWN,NE,68010.0,41.2551017,-96.132638
1905,H2NE01092,"PANSING BROOKS, PATTY[DEM]",C,1,DEM,1758459.0,0.0,1757281.99,0.0,0.0,1177.01,0.0,0.0,0.0,0.0,0.0,11850.37,1731321.13,NE,1.0,,,,,,27040.0,0.0,12/31/2022,6255.0,0.0,C00794065,H,PATTY FOR CONGRESS,PO BOX 82447,,LINCOLN,NE,68501.0,41.492537,-99.901813
1906,H0NE01138,"OVIATT, NICHOLAS[REP]",C,2,REP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,1.0,,,,,,0.0,0.0,12/31/2021,0.0,0.0,C00727727,H,NICK OVIATT FOR NEBRASKA,671 COUNTY ROAD P,,YUTAN,NE,68073.0,41.2561261,-96.415363
1907,H2NE01118,"FLOOD, MIKE[REP]",I,2,REP,2195050.83,0.0,2188179.07,0.0,0.0,6871.76,3000.0,65000.0,0.0,0.0,0.0,280511.13,1643238.35,NE,1.0,,,,,,482076.69,0.0,12/31/2022,26800.0,5000.0,C00801241,H,MIKE FLOOD FOR CONGRESS,PO BOX 81041,,LINCOLN,NE,68501.0,41.492537,-99.901813
1908,H4NE01064,"FORTENBERRY, JEFFREY L. HONORABLE[REP]",I,2,REP,784947.49,0.0,1503382.43,0.0,718434.94,0.0,61270.57,0.0,61000.0,0.0,61000.0,0.0,369700.64,NE,1.0,,,,,,230525.0,0.0,09/30/2022,23876.18,15000.0,C00395467,H,JEFF FORTENBERRY FOR UNITED STATES CONGRESS,PO BOX 30265,,LINCOLN,NE,68503.0,40.8245535,-96.67404
1909,H0NE02169,"ASHFORD, ANN[DEM]",C,1,DEM,291.82,0.0,369.36,0.0,77.54,0.0,291.82,0.0,0.0,0.0,0.0,0.0,0.0,NE,2.0,,,,,,0.0,0.0,06/30/2021,0.0,0.0,C00698779,H,ANN ASHFORD FOR CONGRESS,7926 SHIRLEY CIRCLE,,OMAHA,NE,68124.0,41.235473,-96.0513339
1910,H2NE02124,"SHELTON, ALISHA[DEM]",C,1,DEM,340913.94,0.0,360381.22,0.0,15785.22,-3682.06,0.0,0.0,0.0,0.0,0.0,0.0,316358.97,NE,2.0,,,,,,23316.6,0.0,12/21/2022,21530.0,0.0,C00723007,H,SHELTON FOR CONGRESS,545 E TOWN ST,,COLUMBUS,OH,43215.0,39.9668558,-83.0129604
1911,H2NE02132,"VARGAS, ANTHONY 'TONY'[DEM]",C,1,DEM,3409925.52,33540.55,3356537.29,0.0,0.0,53388.23,2500.0,0.0,0.0,0.0,0.0,0.0,2986112.75,NE,2.0,,,,,,377772.22,10000.0,12/31/2022,7449.96,0.0,C00784371,H,VARGAS FOR CONGRESS,PO BOX 746,,BOYS TOWN,NE,68010.0,41.2551017,-96.132638
1912,H2NE02157,"KUEHL, STEPHEN MATTHEW MR[REP]",C,2,REP,5141.0,0.0,6532.7,0.0,0.0,-1391.7,0.0,0.0,0.0,0.0,0.0,1391.7,5141.0,NE,2.0,,,,,,0.0,0.0,03/31/2022,0.0,0.0,C00809301,H,STEVE KUEHL FOR CONGRESS,21740 PNDEROSA DR,,GRETNA,NE,68028.0,41.105185,-96.2583143
1913,H6NE02125,"BACON, DONALD J[REP]",I,2,REP,3919222.53,310763.25,3990000.64,0.0,85038.61,14235.5,1375.87,0.0,0.0,0.0,0.0,138272.83,1909935.62,NE,2.0,,,,,,1666050.0,5000.0,12/31/2022,7500.0,1000.0,C00575167,H,DON BACON FOR CONGRESS,P.O. BOX 391368,,OMAHA,NE,68139.0,41.492537,-99.901813
1914,H6NE03115,"SMITH, ADRIAN[REP]",I,2,REP,1709691.29,43269.44,1940797.87,0.0,1145642.63,914536.05,0.0,0.0,0.0,0.0,0.0,0.0,469809.73,NE,3.0,,,,,,1188890.96,0.0,12/31/2022,4000.0,6100.0,C00412890,H,ADRIAN SMITH FOR CONGRESS,1126 AVENUE A,STE 6,SCOTTSBLUFF,NE,69361.0,41.9228378,-103.6229037
1915,H8NH01186,"SULLIVAN, MAURA CORBY[DEM]",O,1,DEM,0.0,0.0,2518.6,0.0,11021.44,8502.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NH,1.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,C00658724,H,MAURA SULLIVAN FOR CONGRESS,PO BOX 1114,,PORTSMOUTH,NH,3802.0,43.193852,-71.572395
1916,H8NH01210,"PAPPAS, CHRIS[DEM]",I,1,DEM,5163533.11,326067.21,5264218.86,0.0,213912.05,113226.3,0.0,0.0,0.0,0.0,0.0,0.0,3595618.03,NH,1.0,,,,,,1202976.96,11584.08,12/31/2022,26005.97,12904.0,C00660464,H,CHRIS PAPPAS FOR CONGRESS,PO BOX 313,,MANCHESTER,NH,3105.0,43.193852,-71.572395
1917,H8NH01228,"MACKENZIE, MARK S[DEM]",O,1,DEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NH,1.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,C00660126,H,MARK MACKENZIE FOR CONGRESS,319 W. ERIE ST,,MANCHESTER,NH,3102.0,43.0119153,-71.4911193
1918,H0NH01282,"MOWERS, MATT[REP]",C,2,REP,1788353.07,113961.07,1796730.2,0.0,8453.6,76.47,2220.72,100000.0,0.0,100000.0,0.0,0.0,1361183.97,NH,1.0,,,,,,179506.03,0.0,12/31/2022,245413.02,24700.0,C00734491,H,MOWERS FOR CONGRESS,P.O. BOX 10297,,BEDFORD,NH,3110.0,42.9355843,-71.5368709
1919,H0NH02280,"TOWNE, GILEAD R[REP]",C,2,REP,10377.57,0.0,10382.37,0.0,0.0,0.0,0.0,3415.75,0.0,0.0,0.0,3415.75,6961.82,NH,1.0,,,,,,0.0,0.0,09/30/2022,0.0,0.0,C00740357,H,GILEAD TOWNE FOR CONGRESS,5 WOODLAND TERRACE,,SALEM,NH,3079.0,42.7882748,-71.22172
1920,H2NH01254,"ACCIARD, JULIAN MARC[REP]",C,2,REP,14467.5,0.0,14297.88,0.0,0.0,169.62,5835.73,150.0,0.0,150.0,0.0,0.0,8428.23,NH,1.0,,,,,,0.0,0.0,12/31/2021,0.0,0.0,C00770503,H,COMMITTEE TO ELECT ACCIARD FOR CONGRESS,128 N SHORE RD,,DERRY,NH,3038.0,42.8927614,-71.2767629
1921,H2NH01262,"BAXTER, TIM[REP]",C,2,REP,866881.39,0.0,865289.82,0.0,0.0,1591.57,14595.42,302450.0,0.0,3000.0,0.0,299450.0,500788.63,NH,1.0,,,,,,37232.41,0.0,12/31/2022,32968.0,3100.0,C00783720,H,BAXTER FOR CONGRESS,PO BOX 1741,,SEABROOK,NH,3874.0,42.8831227,-70.860823
1922,H2NH01270,"LEAVITT, KAROLINE[REP]",C,2,REP,3691942.57,177924.92,3655864.85,89327.83,0.0,36077.72,0.0,0.0,0.0,0.0,0.0,132336.29,3345623.06,NH,1.0,,,,,,168387.59,0.0,12/31/2022,18428.0,0.0,C00775353,H,LEAVITT FOR NH-01,PO BOX 30844,,BETHESDA,MD,20824.0,39.045755,-76.641271
1923,H2NH01296,"KILBANE, MARK[REP]",C,2,REP,130.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,NH,1.0,,,,,,0.0,0.0,09/30/2022,0.0,0.0,C00809798,H,KILBANE - THE RIGHT WAY,6C STONEWALL WAY,,EXETER,NH,3833.0,42.978415,-70.9875221
1924,H2NH01304,"PRESCOTT, RUSSELL[REP]",C,2,REP,392937.52,0.0,392404.8,0.0,0.0,532.72,2090.52,350000.0,0.0,0.0,0.0,350000.0,40847.0,NH,1.0,,,,,,0.0,0.0,12/31/2022,1100.0,0.0,C00816066,H,RUSSELL PRESCOTT FOR CONGRESS,P.O. BOX 26,,KINGSTON,NH,3848.0,42.9137308,-71.0735952
1925,H0NH02181,"KUSTER, ANN MCLANE[DEM]",I,1,DEM,4449497.54,68791.66,5376445.11,0.0,1073085.31,146137.74,0.0,0.0,0.0,0.0,0.0,0.0,2642134.29,NH,2.0,,,,,,1685046.63,9904.08,12/31/2022,22083.73,0.0,C00462861,H,"KUSTER FOR CONGRESS, INC",PO BOX 1498,,CONCORD,NH,3302.0,43.193852,-71.572395
1926,H0NH02017,"BASS, CHARLES F.[REP]",C,2,REP,0.0,0.0,0.0,0.0,0.0,4723.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NH,2.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,C00528851,H,GOOD TO GREAT VICTORY FUND,228 S WASHINGTON ST STE 115,,ALEXANDRIA,VA,22314.0,38.8068603,-77.0564394
1927,H0NH02272,"CLEMMER, ELI DANTZLER[REP]",C,2,REP,0.0,0.0,0.0,0.0,121.55,121.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NH,2.0,,,,,,0.0,0.0,01/31/2021,0.0,0.0,C00731026,H,CLEMMER FOR CONGRESS,35 CEDAR ST,,BERLIN,NH,3570.0,44.5045963,-71.1554663
1928,H2NH00025,"BURNS, ROBERT ANDREW MR.[REP]",C,2,REP,401645.82,48676.61,399327.75,24216.61,0.0,2318.07,1350.0,150500.0,0.0,140000.0,0.0,0.0,176619.21,NH,2.0,,,,,,24500.0,0.0,12/31/2022,0.0,0.0,C00821645,H,BURNS FOR NH-02 REPUBLICAN NOMINEE FUND 2022,PO BOX 9891,,ARLINGTON,VA,22219.0,37.431573,-78.656894
1929,H2NH02237,"GREESON, JEFFREY[REP]",C,2,REP,1147.64,0.0,1147.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1147.64,NH,2.0,,,,,,0.0,0.0,11/15/2021,0.0,0.0,C00789198,H,ELECT JEFFREY GREESON,PO BOX 130,,WENTWORTH,NH,3282.0,43.8587216,-71.9237188
1930,H2NH02245,"COZZENS, JEFF[REP]",C,2,REP,169553.86,0.0,169553.86,0.0,0.0,0.0,4900.0,0.0,0.0,0.0,0.0,0.0,162653.86,NH,2.0,,,,,,2000.0,0.0,09/30/2022,79620.37,2000.0,C00790683,H,COZZENS FOR CONGRESS,PO BOX 974,,LITTLETON,NH,3561.0,44.3433516,-71.7951186
1931,H2NH02260,"WILLIAMS, LILY TANG[REP]",C,2,REP,186200.72,0.0,155407.81,0.0,0.0,30792.91,5800.0,0.0,0.0,0.0,0.0,0.0,180400.72,NH,2.0,,,,,,0.0,0.0,12/31/2022,995.6,0.0,C00800458,H,LILY4CONGRESS  COMMITTEE,PO BOX 406,,WEARE,NH,3281.0,43.0780609,-71.703612
1932,H2NH02294,"HANSEL, GEORGE[REP]",C,2,REP,447354.32,0.0,447108.24,0.0,0.0,246.08,5800.0,37500.0,0.0,0.0,0.0,46252.21,389954.32,NH,2.0,,,,,,14100.0,0.0,12/31/2022,85964.0,2900.0,C00816439,H,GEORGE HANSEL FOR CONGRESS,PO BOX 283,,KEENE,NH,3431.0,42.9650443,-72.2948028
1933,H4NH02233,"LAMBERT, GARY[REP]",C,2,REP,0.0,0.0,0.0,0.0,13.09,13.09,0.0,0.0,0.0,0.0,0.0,128570.66,0.0,NH,2.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,C00548917,H,LAMBERT FOR CONGRESS,P.O. BOX 964,,NASHUA,NH,3061.0,43.193852,-71.572395
1934,H2NJ01120,"DESANTIS, MARIO[DEM]",C,1,DEM,9705.98,0.0,8548.74,0.0,0.0,-318.83,40.0,0.0,0.0,0.0,0.0,0.0,9133.74,NJ,1.0,,,,,,0.0,0.0,06/30/2022,0.0,0.0,C00789388,H,DESANTIS FOR US CONGRESS,970 HADDON AVENUE,PO BOX 8845,COLLINGSWOOD,NJ,8108.0,39.9146675,-75.0608617
1935,H4NJ01084,"NORCROSS, DONALD W[DEM]",I,1,DEM,2168423.53,0.0,3536139.12,0.0,1924663.73,556948.14,0.0,0.0,0.0,0.0,0.0,0.0,1066851.7,NJ,1.0,,,,,,1095600.01,0.0,12/31/2022,0.0,4200.0,C00558320,H,DONALD NORCROSS FOR CONGRESS,PO BOX 160,,COLLINGSWOOD,NJ,8108.0,39.9146675,-75.0608617
1936,H2NJ01187,"GALDO, DAMON M[REP]",C,2,REP,2045.0,0.0,1829.9,0.0,0.0,215.1,0.0,0.0,0.0,0.0,0.0,3925.39,2045.0,NJ,1.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,C00815084,H,DAMON M GALDO FOR CONGRESS,1000 BUCKINGHAM DR,,WEST DEPTFORD,NJ,8086.0,39.8546824,-75.1986866
1937,H4NJ01118,"GUSTAFSON, CLAIRE H.[REP]",C,2,REP,38650.0,0.0,15544.0,1515.0,7776.0,30882.0,0.0,0.0,0.0,0.0,0.0,0.0,38650.0,NJ,1.0,,,,,,0.0,0.0,06/30/2022,0.0,0.0,C00771550,H,GUSTAFSON FOR CONGRESS,739 PARK AVENUE,,COLLINGSWOOD,NJ,8108.0,39.9146675,-75.0608617
1938,H6NJ01204,"PATTERSON, ROBERT W.[REP]",C,2,REP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NJ,1.0,,,,,,0.0,0.0,01/04/2021,0.0,0.0,C00590810,H,PATTERSON FOR CONGRESS,PO BOX 850,,OCEAN CITY,NJ,8226.0,39.2635959,-74.6046046
1939,H2NJ01138,"PARK, CHARLES[IND]",C,3,IND,5000.0,0.0,1863.59,0.0,0.0,3136.41,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,NJ,1.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,C00801852,H,CHUCK PARK FOR CONGRESS,PO BOX 432,,BERLIN,NJ,8009.0,39.7606563,-74.9328602
1940,H2NJ01153,"KLINE, PATRICIA[IND]",C,3,IND,13688.64,0.0,12688.64,0.0,0.0,0.0,0.0,3800.0,0.0,187.05,0.0,4377.73,9888.64,NJ,1.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,C00808410,H,COMMITTEE TO ELECT PATRICIA KLINE,15 NEVILLE COURT,,SEWELL,NJ,8080.0,39.7582917,-75.1172098
1941,H0NJ02171,"KENNEDY, AMY[DEM]",C,1,DEM,104975.87,0.0,106431.1,0.0,5462.61,4007.38,0.0,0.0,0.0,0.0,0.0,250000.0,759.33,NJ,2.0,,,,,,0.0,0.0,12/31/2022,1542.0,0.0,C00732545,H,AMY KENNEDY FOR CONGRESS,PO BOX 247,,BRIGANTINE,NJ,8203.0,39.4256265,-74.3929328
1942,H2NJ02193,"ALEXANDER, TIMOTHY C[DEM]",C,1,DEM,502345.28,0.0,487473.71,0.0,0.0,14871.57,443.99,5000.0,0.0,0.0,0.0,5000.0,450164.86,NJ,2.0,,,,,,46394.0,0.0,12/31/2022,800.12,0.0,C00767350,H,ALEXANDER4CONGRESS2022,POST OFFICE BOX 818,,OCEANVILLE,NJ,8231.0,40.058324,-74.405661
1943,H2NJ02201,"TAVAREZ, HECTOR MR[DEM]",C,1,DEM,82832.19,0.0,79581.98,0.0,0.0,0.0,16765.0,10000.0,0.0,0.0,0.0,0.0,55536.32,NJ,2.0,,,,,,500.0,0.0,12/31/2022,4700.0,0.0,C00770107,H,FRIENDS OF HECTOR TAVAREZ FOR CONGRESS,PO BOX 296,,SOMERS POINT,NJ,8244.0,39.3189684,-74.5884576
1944,H2NJ02219,"RUSH, CAROLYN[DEM]",C,1,DEM,64736.08,0.0,83550.84,0.0,0.0,860.03,5000.0,5000.0,0.0,0.0,0.0,5000.0,54736.08,NJ,2.0,,,,,,0.0,0.0,12/31/2022,5000.0,0.0,C00779843,H,CAROLYN RUSH FOR CONGRESS,209 76TH STREET,,SEA ISLE CITY,NJ,8243.0,39.1510131,-74.6963192
1945,H8NJ02257,"KLEINMAN, NATHAN I[DEM]",O,1,DEM,0.0,0.0,0.0,0.0,564.59,564.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NJ,2.0,,,,,,0.0,0.0,03/31/2022,0.0,0.0,C00675561,H,NATE KLEINMAN FOR CONGRESS,109B OAK STREET,,ELMER,NJ,8318.0,39.5577279,-75.1777171
1946,H0NJ02148,"PATTERSON, ROBERT[REP]",C,2,REP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NJ,2.0,,,,,,0.0,0.0,01/04/2021,0.0,0.0,C00590810,H,,,,,,,0.0,0.0
